image_id,source_dataset,rel_path,race_cat,gender_cat,age_cat,split,race_ml,skin_tone_bin,cultural_markers,ambiguous_mixed,prefer_not_to_label,unknown_uncertain,conf_race,conf_gender,conf_skin,annotation_notes
UTK_24_1_3_20170119164644510.jpg.chip,UTKFace,UTKFace/24_1_3_20170119164644510.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
FF_61433,FairFace,FairFace/train/61433.jpg,Black,Male,3-9,train,,,,,,,,,,
FF_66596,FairFace,FairFace/train/66596.jpg,White,Female,20-29,train,,,,,,,,,,
UTK_26_0_0_20170103235702988.jpg.chip,UTKFace,UTKFace/26_0_0_20170103235702988.jpg.chip.jpg,White,Male,,train,,,,,,,,,,
UTK_2_1_2_20161219195813835.jpg.chip,UTKFace,UTKFace/2_1_2_20161219195813835.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_6776,FairFace,FairFace/train/6776.jpg,White,Male,20-29,train,,,,,,,,,,
FF_5921,FairFace,FairFace/train/5921.jpg,Black,Female,10-19,train,,,,,,,,,,
UTK_52_0_0_20170105173619725.jpg.chip,UTKFace,UTKFace/52_0_0_20170105173619725.jpg.chip.jpg,White,Male,,train,,,,,,,,,,
FF_58001,FairFace,FairFace/train/58001.jpg,White,Male,60-69,train,,,,,,,,,,
UTK_24_1_1_20170116224913775.jpg.chip,UTKFace,UTKFace/24_1_1_20170116224913775.jpg.chip.jpg,Black,Female,,train,,,,,,,,,,
UTK_67_0_0_20170120230048298.jpg.chip,UTKFace,UTKFace/67_0_0_20170120230048298.jpg.chip.jpg,White,Male,,train,,,,,,,,,,
FF_9409,FairFace,FairFace/val/9409.jpg,Black,Male,3-9,train,,,,,,,,,,
UTK_28_1_2_20170116192305668.jpg.chip,UTKFace,UTKFace/28_1_2_20170116192305668.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_30960,FairFace,FairFace/train/30960.jpg,White,Female,50-59,train,,,,,,,,,,
FF_59305,FairFace,FairFace/train/59305.jpg,White,Female,40-49,train,,,,,,,,,,
FF_75209,FairFace,FairFace/train/75209.jpg,White,Female,30-39,train,,,,,,,,,,
FF_83157,FairFace,FairFace/train/83157.jpg,White,Female,0-2,train,,,,,,,,,,
FF_1153,FairFace,FairFace/train/1153.jpg,Black,Male,50-59,train,,,,,,,,,,
FF_57307,FairFace,FairFace/train/57307.jpg,Black,Male,3-9,train,,,,,,,,,,
UTK_25_1_3_20170119171949009.jpg.chip,UTKFace,UTKFace/25_1_3_20170119171949009.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
UTK_2_1_2_20161219222030167.jpg.chip,UTKFace,UTKFace/2_1_2_20161219222030167.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_15671,FairFace,FairFace/train/15671.jpg,Black,Female,40-49,train,,,,,,,,,,
FF_58080,FairFace,FairFace/train/58080.jpg,Black,Female,20-29,train,,,,,,,,,,
UTK_36_1_3_20170109141235854.jpg.chip,UTKFace,UTKFace/36_1_3_20170109141235854.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
UTK_26_1_2_20170116184059994.jpg.chip,UTKFace,UTKFace/26_1_2_20170116184059994.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_28637,FairFace,FairFace/train/28637.jpg,White,Male,3-9,train,,,,,,,,,,
UTK_50_0_2_20170117000150652.jpg.chip,UTKFace,UTKFace/50_0_2_20170117000150652.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
UTK_86_0_2_20170112220210391.jpg.chip,UTKFace,UTKFace/86_0_2_20170112220210391.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
UTK_25_1_0_20170117151946851.jpg.chip,UTKFace,UTKFace/25_1_0_20170117151946851.jpg.chip.jpg,White,Female,,train,,,,,,,,,,
UTK_26_1_3_20170119193128490.jpg.chip,UTKFace,UTKFace/26_1_3_20170119193128490.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
UTK_29_0_2_20170116163356668.jpg.chip,UTKFace,UTKFace/29_0_2_20170116163356668.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_39980,FairFace,FairFace/train/39980.jpg,Black,Female,10-19,train,,,,,,,,,,
FF_39823,FairFace,FairFace/train/39823.jpg,Black,Female,30-39,train,,,,,,,,,,
FF_563,FairFace,FairFace/train/563.jpg,White,Female,10-19,train,,,,,,,,,,
FF_54033,FairFace,FairFace/train/54033.jpg,White,Female,30-39,train,,,,,,,,,,
FF_73140,FairFace,FairFace/train/73140.jpg,White,Male,30-39,train,,,,,,,,,,
FF_80378,FairFace,FairFace/train/80378.jpg,White,Female,20-29,train,,,,,,,,,,
UTK_16_0_3_20170110232150874.jpg.chip,UTKFace,UTKFace/16_0_3_20170110232150874.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
UTK_9_0_0_20170110220411186.jpg.chip,UTKFace,UTKFace/9_0_0_20170110220411186.jpg.chip.jpg,White,Male,,train,,,,,,,,,,
UTK_26_1_2_20170116175437182.jpg.chip,UTKFace,UTKFace/26_1_2_20170116175437182.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_2629,FairFace,FairFace/train/2629.jpg,White,Male,20-29,train,,,,,,,,,,
FF_79854,FairFace,FairFace/train/79854.jpg,Black,Male,20-29,train,,,,,,,,,,
FF_38226,FairFace,FairFace/train/38226.jpg,White,Male,30-39,train,,,,,,,,,,
FF_5845,FairFace,FairFace/val/5845.jpg,Black,Female,20-29,train,,,,,,,,,,
UTK_27_0_2_20170116172528863.jpg.chip,UTKFace,UTKFace/27_0_2_20170116172528863.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_71174,FairFace,FairFace/train/71174.jpg,White,Female,30-39,train,,,,,,,,,,
UTK_46_1_3_20170120140919993.jpg.chip,UTKFace,UTKFace/46_1_3_20170120140919993.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
FF_68889,FairFace,FairFace/train/68889.jpg,White,Female,30-39,train,,,,,,,,,,
UTK_1_0_2_20161219190530474.jpg.chip,UTKFace,UTKFace/1_0_2_20161219190530474.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_27826,FairFace,FairFace/train/27826.jpg,White,Male,20-29,train,,,,,,,,,,
UTK_1_1_3_20161220143400183.jpg.chip,UTKFace,UTKFace/1_1_3_20161220143400183.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
UTK_75_0_3_20170105175429670.jpg.chip,UTKFace,UTKFace/75_0_3_20170105175429670.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
FF_27372,FairFace,FairFace/train/27372.jpg,Black,Male,10-19,train,,,,,,,,,,
UTK_45_0_3_20170119211754490.jpg.chip,UTKFace,UTKFace/45_0_3_20170119211754490.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
FF_17308,FairFace,FairFace/train/17308.jpg,Black,Female,3-9,train,,,,,,,,,,
UTK_1_1_1_20170109194654049.jpg.chip,UTKFace,UTKFace/1_1_1_20170109194654049.jpg.chip.jpg,Black,Female,,train,,,,,,,,,,
UTK_54_0_3_20170119210110894.jpg.chip,UTKFace,UTKFace/54_0_3_20170119210110894.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
FF_32710,FairFace,FairFace/train/32710.jpg,White,Male,20-29,train,,,,,,,,,,
FF_27639,FairFace,FairFace/train/27639.jpg,Black,Male,20-29,train,,,,,,,,,,
FF_58976,FairFace,FairFace/train/58976.jpg,Black,Female,3-9,train,,,,,,,,,,
FF_30981,FairFace,FairFace/train/30981.jpg,Black,Female,50-59,train,,,,,,,,,,
FF_6333,FairFace,FairFace/train/6333.jpg,Black,Male,20-29,train,,,,,,,,,,
UTK_24_1_2_20170116174406776.jpg.chip,UTKFace,UTKFace/24_1_2_20170116174406776.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
UTK_2_0_2_20161219200225291.jpg.chip,UTKFace,UTKFace/2_0_2_20161219200225291.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
UTK_30_1_2_20170116192313635.jpg.chip,UTKFace,UTKFace/30_1_2_20170116192313635.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_37984,FairFace,FairFace/train/37984.jpg,White,Male,40-49,train,,,,,,,,,,
UTK_2_1_0_20170117192801580.jpg.chip,UTKFace,UTKFace/2_1_0_20170117192801580.jpg.chip.jpg,White,Female,,train,,,,,,,,,,
FF_32531,FairFace,FairFace/train/32531.jpg,Black,Male,20-29,train,,,,,,,,,,
UTK_24_0_1_20170113151024815.jpg.chip,UTKFace,UTKFace/24_0_1_20170113151024815.jpg.chip.jpg,Black,Male,,train,,,,,,,,,,
FF_3881,FairFace,FairFace/train/3881.jpg,White,Male,40-49,train,,,,,,,,,,
UTK_50_0_3_20170119204225095.jpg.chip,UTKFace,UTKFace/50_0_3_20170119204225095.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
UTK_3_1_2_20161219160306229.jpg.chip,UTKFace,UTKFace/3_1_2_20161219160306229.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_76039,FairFace,FairFace/train/76039.jpg,Black,Male,20-29,train,,,,,,,,,,
UTK_1_0_2_20161219222602319.jpg.chip,UTKFace,UTKFace/1_0_2_20161219222602319.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_10529,FairFace,FairFace/val/10529.jpg,White,Female,60-69,train,,,,,,,,,,
UTK_27_1_2_20170116163338293.jpg.chip,UTKFace,UTKFace/27_1_2_20170116163338293.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_37458,FairFace,FairFace/train/37458.jpg,White,Male,20-29,train,,,,,,,,,,
FF_11496,FairFace,FairFace/train/11496.jpg,Black,Male,30-39,train,,,,,,,,,,
FF_33298,FairFace,FairFace/train/33298.jpg,White,Male,60-69,train,,,,,,,,,,
UTK_55_1_3_20170119192720664.jpg.chip,UTKFace,UTKFace/55_1_3_20170119192720664.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
UTK_47_1_1_20170116160640036.jpg.chip,UTKFace,UTKFace/47_1_1_20170116160640036.jpg.chip.jpg,Black,Female,,train,,,,,,,,,,
UTK_24_0_1_20170116220224657 .jpg.chip,UTKFace,UTKFace/24_0_1_20170116220224657 .jpg.chip.jpg,Black,Male,,train,,,,,,,,,,
UTK_12_1_3_20170104221704334.jpg.chip,UTKFace,UTKFace/12_1_3_20170104221704334.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
FF_3214,FairFace,FairFace/val/3214.jpg,White,Female,20-29,train,,,,,,,,,,
UTK_28_0_1_20170120220341425.jpg.chip,UTKFace,UTKFace/28_0_1_20170120220341425.jpg.chip.jpg,Black,Male,,train,,,,,,,,,,
FF_51536,FairFace,FairFace/train/51536.jpg,Black,Female,10-19,train,,,,,,,,,,
FF_27843,FairFace,FairFace/train/27843.jpg,White,Male,30-39,train,,,,,,,,,,
FF_605,FairFace,FairFace/val/605.jpg,White,Male,3-9,train,,,,,,,,,,
FF_67785,FairFace,FairFace/train/67785.jpg,Black,Male,10-19,train,,,,,,,,,,
FF_866,FairFace,FairFace/val/866.jpg,White,Male,30-39,train,,,,,,,,,,
UTK_54_0_2_20170109010628431.jpg.chip,UTKFace,UTKFace/54_0_2_20170109010628431.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_68245,FairFace,FairFace/train/68245.jpg,Black,Male,40-49,train,,,,,,,,,,
FF_1163,FairFace,FairFace/train/1163.jpg,Black,Male,10-19,train,,,,,,,,,,
FF_46842,FairFace,FairFace/train/46842.jpg,White,Male,0-2,train,,,,,,,,,,
FF_5160,FairFace,FairFace/val/5160.jpg,White,Female,30-39,train,,,,,,,,,,
FF_38228,FairFace,FairFace/train/38228.jpg,White,Female,20-29,train,,,,,,,,,,
UTK_28_1_2_20170116164200987.jpg.chip,UTKFace,UTKFace/28_1_2_20170116164200987.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
UTK_21_1_2_20170105000725292.jpg.chip,UTKFace,UTKFace/21_1_2_20170105000725292.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
UTK_54_0_2_20170120223248924.jpg.chip,UTKFace,UTKFace/54_0_2_20170120223248924.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_46629,FairFace,FairFace/train/46629.jpg,Black,Male,20-29,train,,,,,,,,,,
UTK_23_1_2_20170116173210232.jpg.chip,UTKFace,UTKFace/23_1_2_20170116173210232.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_4379,FairFace,FairFace/train/4379.jpg,White,Female,10-19,train,,,,,,,,,,
FF_82490,FairFace,FairFace/train/82490.jpg,Black,Male,3-9,train,,,,,,,,,,
FF_4913,FairFace,FairFace/val/4913.jpg,Black,Female,30-39,train,,,,,,,,,,
FF_44887,FairFace,FairFace/train/44887.jpg,White,Female,30-39,train,,,,,,,,,,
FF_70628,FairFace,FairFace/train/70628.jpg,White,Male,40-49,train,,,,,,,,,,
UTK_28_1_1_20170112231943575.jpg.chip,UTKFace,UTKFace/28_1_1_20170112231943575.jpg.chip.jpg,Black,Female,,train,,,,,,,,,,
UTK_18_0_3_20170104230349313.jpg.chip,UTKFace,UTKFace/18_0_3_20170104230349313.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
FF_69100,FairFace,FairFace/train/69100.jpg,White,Female,20-29,train,,,,,,,,,,
FF_65678,FairFace,FairFace/train/65678.jpg,White,Male,20-29,train,,,,,,,,,,
FF_54614,FairFace,FairFace/train/54614.jpg,Black,Male,40-49,train,,,,,,,,,,
UTK_65_0_3_20170119205841400.jpg.chip,UTKFace,UTKFace/65_0_3_20170119205841400.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
UTK_24_1_3_20170117150632348.jpg.chip,UTKFace,UTKFace/24_1_3_20170117150632348.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
FF_33027,FairFace,FairFace/train/33027.jpg,White,Male,50-59,train,,,,,,,,,,
FF_11406,FairFace,FairFace/train/11406.jpg,Black,Female,40-49,train,,,,,,,,,,
UTK_28_1_2_20170116190118355.jpg.chip,UTKFace,UTKFace/28_1_2_20170116190118355.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_25305,FairFace,FairFace/train/25305.jpg,Black,Male,3-9,train,,,,,,,,,,
UTK_1_0_2_20161219212516942.jpg.chip,UTKFace,UTKFace/1_0_2_20161219212516942.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
UTK_50_0_3_20170119203831751.jpg.chip,UTKFace,UTKFace/50_0_3_20170119203831751.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
UTK_35_0_2_20170116182457063.jpg.chip,UTKFace,UTKFace/35_0_2_20170116182457063.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_23245,FairFace,FairFace/train/23245.jpg,White,Male,20-29,train,,,,,,,,,,
UTK_8_1_0_20170109205426790.jpg.chip,UTKFace,UTKFace/8_1_0_20170109205426790.jpg.chip.jpg,White,Female,,train,,,,,,,,,,
FF_70572,FairFace,FairFace/train/70572.jpg,Black,Female,40-49,train,,,,,,,,,,
FF_48952,FairFace,FairFace/train/48952.jpg,Black,Male,20-29,train,,,,,,,,,,
FF_20590,FairFace,FairFace/train/20590.jpg,Black,Male,40-49,train,,,,,,,,,,
UTK_28_0_2_20170116190154379.jpg.chip,UTKFace,UTKFace/28_0_2_20170116190154379.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_59737,FairFace,FairFace/train/59737.jpg,White,Male,40-49,train,,,,,,,,,,
FF_46327,FairFace,FairFace/train/46327.jpg,Black,Female,3-9,train,,,,,,,,,,
FF_286,FairFace,FairFace/val/286.jpg,White,Female,20-29,train,,,,,,,,,,
UTK_20_1_1_20170112192922677.jpg.chip,UTKFace,UTKFace/20_1_1_20170112192922677.jpg.chip.jpg,Black,Female,,train,,,,,,,,,,
FF_12678,FairFace,FairFace/train/12678.jpg,Black,Male,30-39,train,,,,,,,,,,
FF_24361,FairFace,FairFace/train/24361.jpg,Black,Female,40-49,train,,,,,,,,,,
UTK_39_0_3_20170113142218164.jpg.chip,UTKFace,UTKFace/39_0_3_20170113142218164.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
FF_50246,FairFace,FairFace/train/50246.jpg,Black,Female,3-9,train,,,,,,,,,,
FF_47486,FairFace,FairFace/train/47486.jpg,Black,Female,20-29,train,,,,,,,,,,
UTK_31_1_1_20170113011230351.jpg.chip,UTKFace,UTKFace/31_1_1_20170113011230351.jpg.chip.jpg,Black,Female,,train,,,,,,,,,,
FF_27345,FairFace,FairFace/train/27345.jpg,Black,Male,3-9,train,,,,,,,,,,
FF_61555,FairFace,FairFace/train/61555.jpg,Black,Male,3-9,train,,,,,,,,,,
FF_3903,FairFace,FairFace/val/3903.jpg,White,Male,10-19,train,,,,,,,,,,
UTK_26_1_2_20170116182442130.jpg.chip,UTKFace,UTKFace/26_1_2_20170116182442130.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_45062,FairFace,FairFace/train/45062.jpg,Black,Female,30-39,train,,,,,,,,,,
UTK_56_0_3_20170113190509801.jpg.chip,UTKFace,UTKFace/56_0_3_20170113190509801.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
FF_65463,FairFace,FairFace/train/65463.jpg,White,Male,50-59,train,,,,,,,,,,
FF_37724,FairFace,FairFace/train/37724.jpg,White,Male,0-2,train,,,,,,,,,,
FF_49658,FairFace,FairFace/train/49658.jpg,White,Female,30-39,train,,,,,,,,,,
FF_40727,FairFace,FairFace/train/40727.jpg,White,Male,50-59,train,,,,,,,,,,
FF_1431,FairFace,FairFace/train/1431.jpg,Black,Female,20-29,train,,,,,,,,,,
UTK_61_1_0_20170110122712394.jpg.chip,UTKFace,UTKFace/61_1_0_20170110122712394.jpg.chip.jpg,White,Female,,train,,,,,,,,,,
UTK_31_1_3_20170104235227202.jpg.chip,UTKFace,UTKFace/31_1_3_20170104235227202.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
UTK_45_1_1_20170117164716460.jpg.chip,UTKFace,UTKFace/45_1_1_20170117164716460.jpg.chip.jpg,Black,Female,,train,,,,,,,,,,
FF_74652,FairFace,FairFace/train/74652.jpg,Black,Female,20-29,train,,,,,,,,,,
UTK_58_0_0_20170120224549744.jpg.chip,UTKFace,UTKFace/58_0_0_20170120224549744.jpg.chip.jpg,White,Male,,train,,,,,,,,,,
UTK_37_0_3_20170119194717603.jpg.chip,UTKFace,UTKFace/37_0_3_20170119194717603.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
FF_32147,FairFace,FairFace/train/32147.jpg,White,Female,30-39,train,,,,,,,,,,
FF_48143,FairFace,FairFace/train/48143.jpg,White,Female,30-39,train,,,,,,,,,,
FF_80186,FairFace,FairFace/train/80186.jpg,White,Female,30-39,train,,,,,,,,,,
FF_71090,FairFace,FairFace/train/71090.jpg,Black,Female,30-39,train,,,,,,,,,,
FF_85438,FairFace,FairFace/train/85438.jpg,White,Male,30-39,train,,,,,,,,,,
UTK_28_1_2_20170116162955090.jpg.chip,UTKFace,UTKFace/28_1_2_20170116162955090.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
UTK_1_0_2_20161219205318388.jpg.chip,UTKFace,UTKFace/1_0_2_20161219205318388.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
FF_6011,FairFace,FairFace/val/6011.jpg,Black,Female,30-39,train,,,,,,,,,,
FF_37134,FairFace,FairFace/train/37134.jpg,White,Female,20-29,train,,,,,,,,,,
UTK_79_0_2_20170116194001100.jpg.chip,UTKFace,UTKFace/79_0_2_20170116194001100.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
UTK_32_1_3_20170104235157578.jpg.chip,UTKFace,UTKFace/32_1_3_20170104235157578.jpg.chip.jpg,SouthAsian,Female,,train,,,,,,,,,,
UTK_32_1_2_20170109004658032.jpg.chip,UTKFace,UTKFace/32_1_2_20170109004658032.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_53702,FairFace,FairFace/train/53702.jpg,White,Female,50-59,train,,,,,,,,,,
FF_27174,FairFace,FairFace/train/27174.jpg,White,Male,30-39,train,,,,,,,,,,
FF_65361,FairFace,FairFace/train/65361.jpg,Black,Female,30-39,train,,,,,,,,,,
FF_62112,FairFace,FairFace/train/62112.jpg,Black,Female,20-29,train,,,,,,,,,,
UTK_30_0_3_20170119195729476.jpg.chip,UTKFace,UTKFace/30_0_3_20170119195729476.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
UTK_27_0_3_20170119194352188.jpg.chip,UTKFace,UTKFace/27_0_3_20170119194352188.jpg.chip.jpg,SouthAsian,Male,,train,,,,,,,,,,
FF_10763,FairFace,FairFace/val/10763.jpg,Black,Male,50-59,train,,,,,,,,,,
FF_9895,FairFace,FairFace/val/9895.jpg,Black,Male,30-39,train,,,,,,,,,,
UTK_2_0_2_20161219192307618.jpg.chip,UTKFace,UTKFace/2_0_2_20161219192307618.jpg.chip.jpg,EastAsian,Male,,train,,,,,,,,,,
UTK_24_1_2_20170116164744956.jpg.chip,UTKFace,UTKFace/24_1_2_20170116164744956.jpg.chip.jpg,EastAsian,Female,,train,,,,,,,,,,
FF_4098,FairFace,FairFace/train/4098.jpg,Black,Male,50-59,train,,,,,,,,,,
FF_22428,FairFace,FairFace/train/22428.jpg,White,Male,20-29,train,,,,,,,,,,
